utterance,speaker,context,context_speakers,show,sarcasm
"Go out with me on one date, and I promise you, you'll see.",RAJ,"['There are many things seriously wrong with me.', 'And not quirks, either.\nLike... diagnosable psychological problems.', 'Maybe brain damage.', ""Well, how do I know you're not just saying that?""]","['RAJ', 'RAJ', 'RAJ', 'PERSON']",BBT,False
"Oh, sure, what a wonderful idea. And after that, I'll make up my own rules of oral hygiene. You know, instead of flossing, I'll rub pudding on my gums. I'm going to get the number of the SyFy Channel and give them what for.",SHELDON,"['It ended on a cliffhanger.', 'They did.', 'Uh, Sheldon, there are two dumplings left. Do you want them?', ""Dumplings?\nDon't you understand what's going on here?"", 'As a rule, no.', ""That show ended with all the residents of New York either dead or unconscious.\nNow I'll never know what happened."", ""Well, why don't you make up your own ending?""]","['SHELDON', 'LEONARD', 'PENNY', 'SHELDON', 'PENNY', 'SHELDON', 'PENNY']",BBT,True
"Oh, I think we were looking at creepy in the rearview mirror when I put up that camera.",HOWARD,"['Roger is Raj.', 'I always thought, if I had a white name, it would be Gavin.', 'Keep reading. What does it say?', ""No, no, I don't know if I should. \nIf she wanted me to know about her blog, she would've told me."", ""It's almost like I'm reading her diary."", ""That's exactly what it's like. Keep reading."", 'No, this is creepy.']","['HOWARD', 'RAJ', 'HOWARD', 'RAJ', 'RAJ', 'HOWARD', 'RAJ']",BBT,False
I think I'm gonna go. Thank you for the burrito and the pork rinds and the 20-minute lecture on why monster trucks are better than regular trucks.,PERSON,"[""Probably because I didn't read the instructions.\nNo wrapper's going to tell me what to do."", 'Unless his name is Jay-Z.', 'Is something going on?', 'What do you mean?', ""Well, you're acting all weird.\nAnd I'm pretty weird, so I think I know what I'm talking about."", ""I don't know. Maybe it's all those steroids I've been taking.""]","['RAJ', 'RAJ', 'PERSON', 'RAJ', 'PERSON', 'RAJ']",BBT,True
"A lane frequented by liars. Like you, you big liar!",RAJ,"['I just Googled ""foo-foo little dogs.""', ""(Skype ringing) It's Raj. Stay quiet."", '(chuckles): Hey!\nBad timing.\nBernadette just took Cinnamon out for a walk.', ""Hmm. Interesting. \nDid they take a walk down Liars' Lane?"", 'What?']","['HOWARD', 'HOWARD', 'HOWARD', 'RAJ', 'HOWARD']",BBT,False
Because you're in the right lane behind a bus and you won't go around it? I'm sure she finds it charming.,BERNADETTE,"[""Do you think Penny's mad at me?""]",['LEONARD'],BBT,True
"I enjoyed it. When you told me I was going to be ""losing my virginity,"" I didn't think you meant showing me <i>Raiders of the Lost Ark</i> for the first time.",AMY,"[""So what'd you think?"", 'It was good.', ""That's it?"", '""Good""?']","['SHELDON', 'AMY', 'SHELDON', 'SHELDON']",BBT,True
It was very entertaining... despite the glaring story problem.,AMY,"['I enjoyed it. When you told me I was going to be ""losing my virginity,"" I didn\'t think you meant showing me Raiders of the Lost Ark  for the first time.', 'My apologies. I chose my words poorly.\nI should have said you were about to have your world rocked on my couch.', ""Anyway, thank you for watching it.\nIt's one of my all-time favorites.""]","['AMY', 'SHELDON', 'SHELDON']",BBT,True
How do you not tear off his clothes and take him right here on this table?,PENNY,"[""Awkward silence. Sheldon on his phone.\nNo touching. Somebody's having date night."", ""It's actually steamier than it looks.\nSheldon's looking up the phallic symbolism of root vegetables in Renaissance paintings."", ""Oh, no, I got bored with that.\nI'm just browsing cuticle scissors on Amazon.""]","['PENNY', 'AMY', 'SHELDON']",BBT,True
"Not as relieved as I'm about to be. It's a brave new world, little lady.",SHELDON,"['Really?', 'Yes.', 'Huh. Yeah, I always took it literally.', ""That's why I have never once moved my bowels in this or any restaurant. \nHmm."", ""I'm relieved that you don't have a problem with us working together.""]","['SHELDON', 'AMY', 'SHELDON', 'SHELDON', 'AMY']",BBT,False
"I'm not going to bother him, I'm going to talk to him.",SHELDON,"['I guess they really do read their mail.', ""Hey, isn't that Professor Proton?"", 'Oh, yeah.', ""Look at him, just standing in line like he wasn't moderately famous 30 years ago."", ""- Let's go say hello."", ""- Oh, maybe we shouldn't bother him.""]","['LEONARD', 'SHELDON', 'LEONARD', 'SHELDON', 'SHELDON', 'LEONARD']",BBT,False
"- No, no, no. I'm really good at this. All right, give me a hint. Does it involve difficulty initiating a stream of anything?",SHELDON,"['Dr. Jeffries, hello again. Leonard Hofstadter.', 'Oh, oh, right, I remember your-your girlfriend.', 'Is-Is she... is she here?', ""No, she's not."", 'So, what prescription are you getting filled?', '- Sheldon.', ""No. Wait, I want to guess. Don't tell me."", ""I wasn't going to tell you.""]","['LEONARD', 'PERSON', 'PERSON', 'LEONARD', 'SHELDON', 'LEONARD', 'SHELDON', 'PERSON']",BBT,False
"Why? Because I got an ugly, itchy sweater, and my brother got a car? No, I was her favorite.",LEONARD,"['Yup, oh... here you go.', 'Oh, thank you.', 'Here, get yourself an eraser for your troubles.', 'Oh-ho.\nI forgot about this. \nMy aunt made it for me when I started college.', 'Aw, did she hate you?']","['LEONARD', 'SHELDON', 'SHELDON', 'LEONARD', 'PENNY']",BBT,True
Can we talk about something else? Do you know that I yodel?,SHELDON,"['Yes.', 'And some people in the science community are calling it ""The Wonder Blunder.""', ""Who? Give me their names.\nI bet it's Wolowitz."", ""It's just such a fascinating story. Your calculations are way off, but they find the element anyway."", ""It's like misreading a treasure map and still finding the treasure.""]","['SHELDON', 'PERSON', 'SHELDON', 'PERSON', 'PERSON']",BBT,False
I can't believe we wasted all that time on our Hulk costumes.,SHELDON,"[""You know, there-there's always WonderCon in Anaheim, you know?"", ""That-That's just as good."", 'Excuse me.', 'Oh, guys, this is really sad.', 'And in a different way than it was 20 minutes ago.']","['SHELDON', 'SHELDON', 'SHELDON', 'PENNY', 'PENNY']",BBT,False
"People usually start a meeting with a joke, but you go ahead-- end with one.",SHELDON,"[""We'll come back to that one."", ""This brings us to the final item in our annual State of the Relationship Summit.\nItem 29: Valentine's Day."", 'Ah, the worst for last. Hmm.', 'Classic Flakey.', ""Before you get upset, I believe I've come up with a way for us to celebrate the occasion that we both can enjoy.""]","['AMY', 'AMY', 'SHELDON', 'SHELDON', 'AMY']",BBT,False
What do you think I was gonna do at home?,PERSON,"['Koothrappali murder mystery dinner.', ""I'm leaving."", ""You can't leave. \nYou're a suspect in the mysterious murder of Stuart Bloom."", ""(dramatic music plays) I didn't know his last name was Bloom."", ""Yeah, it's Bloom."", 'Are you really gonna lie on the floor and pretend to be dead all night?']","['RAJ', 'AMY', 'RAJ', 'BERNADETTE', 'AMY', 'PENNY']",BBT,False
I was gonna say we pick up a cake or a pie. But an insult to her faith is always thoughtful.,HOWARD,"[""We can't show up to your mom's empty-handed. \nWe should bring something."", ""I already am.\nI'm bringing the gift of knowledge."", 'Oh, boy.', ""Despite what her Bible says, recent archeological studies indicate that although camels are referenced in the Old Testament, they didn't exist in the Middle East until hundreds of years later.""]","['HOWARD', 'SHELDON', 'HOWARD', 'SHELDON']",BBT,True
"Ooh, I'm gonna check the fridge, and see if there are any clues inside a beer.",PENNY,"['So, what happens next?', ""I can't tell you that.\nBut perhaps the killer dropped a fun and imaginative clue somewhere in the apartment.""]","['BERNADETTE', 'RAJ']",BBT,True
"Well, my beer isn't flat and my rack's not saggy. So far, the future's great.",PENNY,"[""You're all inside it, and we hurtle through the very fabric of time."", '(electronic sound effects playing) And welcome to 20 years in the future.', 'Hey, you guys just time-traveled.\nStop looking so bored.']","['RAJ', 'RAJ', 'RAJ']",BBT,True
"And of those few months, how long have you been a demented sex pervert?",SHELDON,"[""Well, I'm sure that, uh, you...\nhave a lot of questions."", 'Who was he?', 'His name is Ron.\nI met him at my prayer group.', 'How long have you been involved with him?', 'A few months.']","['PERSON', 'SHELDON', 'PERSON', 'SHELDON', 'PERSON']",BBT,False
"Let the dead man talk. So, why do you think that?",PENNY,"['FYI, we plan on selling out the human race hard.', ""In 20 years, who knows what'll happen with any of us?"", 'I think you and Leonard will be together.', 'You do?', ""Yeah.\nI think you're the best couple I know."", ""That's so sweet."", 'What the hell?! Excuse me?', 'Ah-da-da-da-da!']","['AMY', 'PENNY', 'PERSON', 'PENNY', 'PERSON', 'PENNY', 'AMY', 'PENNY']",BBT,False
"Well, now that I've given up string theory, I'm struggling to find my next area of focus. So, in your professional opinion, which of these areas do you think is the most promising?",SHELDON,"[""it's important to the story that my boobs be the last things to turn ape."", ""It's sweet that he thinks there's a story."", ""Oh, and there's not even a bathroom on set.\nI have to go to the gas station across the street."", 'I mean, I was dressed like half an ape and still not even close to the most disgusting person in there.', 'Leonard, I could use your assistance.', ""Sure. What's up?""]","['PENNY', 'LEONARD', 'PENNY', 'PENNY', 'SHELDON', 'LEONARD']",BBT,False
"You know, if you're really serious about that, I hear there are some exciting opportunities in home care for the old and fat.",HOWARD,"[""it's-it's what my grant was designated for, and that everybody has to do things they don't want to do."", ""He then gave an example of something he had to do, even though he didn't want to, which was look at my stupid face."", ""That's a rude thing to say. Out loud."", ""It's an outrage.\nHonestly, I'm tempted to leave the university.""]","['SHELDON', 'SHELDON', 'LEONARD', 'SHELDON']",BBT,True
"And if it turns out you don't... - you and I could live together. - You and... Oh, sure.",AMY,"[""Ugh! It's like walking into the Amazon.\nAnd not the good Amazon with one-day shipping.\nThe awful one with birds and snakes."", 'You hate the sound of all those keys on his key chain.', 'Four keys!\nWho does he think he is, a warden?', ""See? Maybe you'll love living alone."", ""I don't know. Perhaps.""]","['SHELDON', 'AMY', 'SHELDON', 'AMY', 'SHELDON']",BBT,True
"- You and... Oh, sure. And while we're at it, why don't we get engaged, too? Why don't we get a little house, start a family? Enjoy our sunset years together? Do you hear yourself, woman?!",SHELDON,"['And not the good Amazon with one-day shipping.\nThe awful one with birds and snakes.', 'You hate the sound of all those keys on his key chain.', 'Four keys!\nWho does he think he is, a warden?', ""See? Maybe you'll love living alone."", ""I don't know. Perhaps."", ""And if it turns out you don't...""]","['SHELDON', 'AMY', 'SHELDON', 'AMY', 'SHELDON', 'AMY']",BBT,True
"There they go, fighting again. You'd never hear her talk that way to Sauvignon Blanc.",AMY,"['Howard and Bernadette, Raj and his girlfriend, Penny and Chardonnay, Penny and you.', ""There isn't any ranking."", ""And if there were, we wouldn't be at the bottom of it."", 'Yeah, and actually, I drink Sauvignon Blanc.', ""That's the part you have a problem with?"", 'Relax.']","['SHELDON', 'LEONARD', 'LEONARD', 'PENNY', 'LEONARD', 'PENNY']",BBT,True
"I'm with him three years, nothing. She's with two minutes, and he's taking his pants off.",AMY,"['to be a pharmaceutical sales rep.', 'Maybe she can practice on you some time.', 'Oh, it would be great to practice on a real doctor.', ""Yeah. I'm sure that'd be fine."", 'I have some odd freckles on my buttocks.', 'Can I make an appointment for you to look at them?', 'Um... okay, I guess.']","['BERNADETTE', 'BERNADETTE', 'PENNY', 'PERSON', 'SHELDON', 'SHELDON', 'PERSON']",BBT,False
I'll give you a plan right now. Step one: open comic book store. Step two: start rumor this comic book store gives you genital warts.,SHELDON,"['For starters, they shed and bite.', ""Hey, here's a thought.\nWhy don't we put up the rest of the money that Stuart needs?"", ""So, we'd be, like, owners of a comic book store?"", ""It's kind of a dream come true."", 'That does sound fun.', 'Ooh, maybe we could come up with a business plan to compete with this place.']","['SHELDON', 'LEONARD', 'RAJ', 'LEONARD', 'HOWARD', 'RAJ']",BBT,False
"On the bright side, that Oxford study was right. One friend down. I wonder who you're going to lose next.",SHELDON,"['You would leave me out of the conversation with the next guy if you dump Leonard?', 'Why say it? Yes!', ""Well, I would never leave you off my list, and not just because, without you, we're playing fast and loose with the word list."", 'Well, good job. Now she hates me.', 'Great.']","['RAJ', 'PENNY', 'RAJ', 'PENNY', 'RAJ']",BBT,True
That's how much buying a comic book store means to me.,HOWARD,"['he used to... take me to the comic book store.', 'It was one of the few things we did together.', 'Oh. Howie, I had no idea.', ""Well, I don't... like to talk about it."", ""Oh, baby. \nThat story's made up, isn't it?""]","['HOWARD', 'HOWARD', 'BERNADETTE', 'HOWARD', 'BERNADETTE']",BBT,False
"Okay, sit down. Listen, Emily, what happened between me and Raj was a long time ago. It was,",PENNY,"['Uh, listen, Penny, before you start, I just want to apologize for being so rude the other day in my office.', 'No, no. No need to apologize.', 'Excuse me, can I say something?', 'I just love both you guys, and I want you to get along.', 'And when I say love"" I meant as a friend.\nAnd, uh, way too soon, right?']","['PERSON', 'PENNY', 'RAJ', 'RAJ', 'RAJ']",BBT,False
It's true-- you're both gorgeous. Kind of says something about the man who could bed you both.,RAJ,"['Okay, sit down. Listen, Emily, what happened between me and Raj was a long time ago.', 'It was, and I may have made it seem like a bigger deal than I should have.', ""Yeah, and Leonard and I are engaged now, and I'm just hoping we can put this whole thing behind us."", ""Mm. I'd like that, too."", ""Yeah, I thought I'd be okay with it, but then I saw how pretty you are."", ""Oh, that's so sweet.\nI mean, look at you-- you are gorgeous.""]","['PENNY', 'RAJ', 'PENNY', 'PERSON', 'PERSON', 'PENNY']",BBT,False
